row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,22.336.838.067.678,17.914.173.302.345,22336838067678.0,17914173302345.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,10.131.871.427.527,7.756.079.654.016,10131871427527.0,7756079654016.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.780.186.627.158,6.480.994.104.640,7780186627158.0,6480994104640.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,3.495.397.235.835,2.810.431.458.568,3495397235835.0,2810431458568.0
Khác,Khác,Khác,929.382.777.158,866.668.085.121,929382777158.0,866668085121.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,1.881.027.579.714,3.823.390.074.765,1881027579714.0,3823390074765.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,1.474.963.021.854,3.218.375.166.825,1474963021854.0,3218375166825.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,139.825.183.621,110.282.149.842,139825183621.0,110282149842.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,221.766.692.386,441.774.123.392,221766692386.0,441774123392.0
Khác,Khác,Khác,44.472.681.853,52.958.634.706,44472681853.0,52958634706.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,24.217.865.647.392,21.737.563.377.110,24217865647392.0,21737563377110.0
