row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,565.060.213.333,569.195.556.788,565060213333.0,569195556788.0
Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,434.203.772.287,396.448.985.185,434203772287.0,396448985185.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",93.070.000.139,135.182.343.276,93070000139.0,135182343276.0
Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,19.212.651.150,12.787.411.533,19212651150.0,12787411533.0
Khác,Khác,Khác,18.573.789.757,24.776.816.794,18573789757.0,24776816794.0
Dài hạn,Dài hạn,Dài hạn,175.104.437.161,88.371.396.963,175104437161.0,88371396963.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",71.735.467.933,45.553.607.717,71735467933.0,45553607717.0
Chi phí thu xếp khoản vay,Chi phí thu xếp khoản vay,Chi phí thu xếp khoản vay,57.069.305.458,-,57069305458.0,
Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,23.238.378.167,10.527.317.249,23238378167.0,10527317249.0
Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,19.553.457.914,22.531.199.517,19553457914.0,22531199517.0
Khác,Khác,Khác,3.507.827.689,9.759.272.480,3507827689.0,9759272480.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,740.164.650.494,657.566.953.751,740164650494.0,657566953751.0
