row_label_raw,row_label_full,2018,2023,(*),46.920.164.130,(46.920.164.130),-,-_1,numeric__2023,numeric__(*),numeric__46.920.164.130,numeric__(46.920.164.130),numeric__-,numeric__-_1
Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,Công ty Cổ phần Bán lẻ An Khang,,,,,,
2019,Công ty Cổ phần Bán lẻ An Khang > 2019,2019,2024,(**),5.947.497.325,-,-,5.947.497.325,2024.0,,5947497325.0,,,5947497325.0
2020,Công ty Cổ phần Bán lẻ An Khang > 2020,2020,2025,(**),6.437.846.862,-,-,6.437.846.862,2025.0,,6437846862.0,,,6437846862.0
2022,Công ty Cổ phần Bán lẻ An Khang > 2022,2022,2027,(**),306.214.502.293,-,-,306.214.502.293,2027.0,,306214502293.0,,,306214502293.0
,,,,,318.599.846.480,-,-,318.599.846.480,,,318599846480.0,,,318599846480.0
TỔNG CỘNG,Công ty Cổ phần Bán lẻ An Khang > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.365.167.321.401,(46.920.164.130),(208.612.575.174),8.109.634.582.097,,,8365167321401.0,-46920164130.0,-208612575174.0,8109634582097.0
