row_label_raw,row_label_full,Số đầu năm,Năm nay > 7.130.654.950.000,VNDNăm trước > 4.532.099.870.000,numeric__Năm nay > 7.130.654.950.000,numeric__VNDNăm trước > 4.532.099.870.000
Phát hành cổ phiếu chia cổ tức,Phát hành cổ phiếu chia cổ tức,Phát hành cổ phiếu chia cổ tức,7.318.548.150.000,2.376.342.980.000,7318548150000.0,2376342980000.0
Phát hành cổ phiếu theo chương trình ESOP,Phát hành cổ phiếu theo chương trình ESOP,Phát hành cổ phiếu theo chương trình ESOP,191.909.700.000,222.212.100.000,191909700000.0,222212100000.0
Hủy cổ phiếu quỹ,Hủy cổ phiếu quỹ,Hủy cổ phiếu quỹ,(2.320.000.000),-,-2320000000.0,
Số cuối năm,Số cuối năm,Số cuối năm,14.638.792.800.000,7.130.654.950.000,14638792800000.0,7130654950000.0
