row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Thương hiệu,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Thương hiệu,numeric__VND Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số đầu năm và số cuối năm,Nguyên giá > Số đầu năm và số cuối năm,Số đầu năm và số cuối năm,25.998.878.500,10.772.197.700,53.526.696.627,90.297.772.827,25998878500.0,10772197700.0,53526696627.0,90297772827.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số đầu năm,Giá trị hao mòn lũy kế > Số đầu năm,Số đầu năm,-,(10.083.832.815),-,(10.083.832.815),,-10083832815.0,,-10083832815.0
Hao mòn trong năm,Giá trị hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,-,(688.364.885),(5.352.669.663),(6.041.034.548),,-688364885.0,-5352669663.0,-6041034548.0
Số cuối năm,Giá trị hao mòn lũy kế > Số cuối năm,Số cuối năm,-,(10.772.197.700),(5.352.669.663),(16.124.867.363),,-10772197700.0,-5352669663.0,-16124867363.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,25.998.878.500,688.364.885,53.526.696.627,80.213.940.012,25998878500.0,688364885.0,53526696627.0,80213940012.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,25.998.878.500,-,48.174.026.964,74.172.905.464,25998878500.0,,48174026964.0,74172905464.0
