row_label_raw,row_label_full,Tên,Chức vụ,VNDNăm nay,numeric__Chức vụ,numeric__VNDNăm nay
Nguyễn Đức Tài (*),Nguyễn Đức Tài (*),Nguyễn Đức Tài (*),Chữ tịch HĐQT,1.927.000.000,,1927000000.0
Đặng Minh Lượng (*),Đặng Minh Lượng (*),Đặng Minh Lượng (*),Thành viên HĐQT,1.343.500.000,,1343500000.0
Đoàn Văn Hiểu Em (*),Đoàn Văn Hiểu Em (*),Đoàn Văn Hiểu Em (*),Thành viên HĐQT,1.779.000.000,,1779000000.0
Trần Huy Thanh Tùng (*),Trần Huy Thanh Tùng (*),Trần Huy Thanh Tùng (*),Thành viên HĐQT và Tổng Giám đốc,1.236.000.000,,1236000000.0
Robert Willet,Robert Willet,Robert Willet,Thành viên HĐQT,2.234.342.566,,2234342566.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,8.519.842.566,,8519842566.0
