row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm > Giế trị,Đơn vị tính: VND > Dự phòng,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Số cuối năm > Giế trị,numeric__Đơn vị tính: VND > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm
Dự án Khu Đô thị Phúc Ninh,Dự án Khu Đô thị Phúc Ninh,Dự án Khu Đô thị Phúc Ninh,985.923.800.098,-,859.600.850.430,-,985923800098.0,,859600850430.0,
Dự án Khu công nghiệp Nam Sơn - Hập Lĩnh,Dự án Khu công nghiệp Nam Sơn - Hập Lĩnh,Dự án Khu công nghiệp Nam Sơn - Hập Lĩnh,457.741.605.095,-,359.201.707.741,-,457741605095.0,,359201707741.0,
Dự án Khu công nghiệp Quế Võ mở rộng,Dự án Khu công nghiệp Quế Võ mở rộng,Dự án Khu công nghiệp Quế Võ mở rộng,1.640.142.933,-,120.435.014.799,-,1640142933.0,,120435014799.0,
Dự án Khu công nghiệp Quế Võ hiện hữu,Dự án Khu công nghiệp Quế Võ hiện hữu,Dự án Khu công nghiệp Quế Võ hiện hữu,-,-,57.860.916.072,-,,,57860916072.0,
Các dự án và hàng hóa khác,Các dự án và hàng hóa khác,Các dự án và hàng hóa khác,23.508.832.278,-,13.147.207.278,-,23508832278.0,,13147207278.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.468.814.380.404,-,1.410.245.696.320,-,1468814380404.0,,1410245696320.0,
