row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Thu tiền đặt cọc thực hiện nghĩa vụ hợp đồng tại khu đó thị Phúc Ninh (i),Ngắn hạn > Thu tiền đặt cọc thực hiện nghĩa vụ hợp đồng tại khu đó thị Phúc Ninh (i),Thu tiền đặt cọc thực hiện nghĩa vụ hợp đồng tại khu đó thị Phúc Ninh (i),439.934.046.609,444.102.553.400,439934046609.0,444102553400.0
Phải trả tiền cổ tức,Ngắn hạn > Phải trả tiền cổ tức,Phải trả tiền cổ tức,25.445.332.950,-,25445332950.0,
Phải trả khác,Ngắn hạn > Phải trả khác,Phải trả khác,5.291.925.815,8.769.316.556,5291925815.0,8769316556.0
Phải trả khác bên liên quan(Thuyết minh số 28),Ngắn hạn > Phải trả khác bên liên quan(Thuyết minh số 28),Phải trả khác bên liên quan(Thuyết minh số 28),858.000.000,858.000.000,858000000.0,858000000.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,471.529.305.374,453.729.869.956,471529305374.0,453729869956.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty Cổ phần Cơ điện tử và Tín học Cholimex,Dài hạn > Công ty Cổ phần Cơ điện tử và Tín học Cholimex,Công ty Cổ phần Cơ điện tử và Tín học Cholimex,-,55.500.000.000,,55500000000.0
Các khoản đặt cọc khác,Dài hạn > Các khoản đặt cọc khác,Các khoản đặt cọc khác,9.225.250.271,7.525.083.268,9225250271.0,7525083268.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,9.225.250.271,63.025.083.268,9225250271.0,63025083268.0
