row_label_raw,row_label_full,col_0,Số lượng,Số lượng_1,numeric__Số lượng,numeric__Số lượng_1
,,,Số cuối năm,Số đầu năm,,
Cổ phiếu đăng ký phát hành,Cổ phiếu đăng ký phát hành,Cổ phiếu đăng ký phát hành,475.711.167,475.711.167,475711167.0,475711167.0
Cổ phiếu đã bán ra công chúng,Cổ phiếu đã bán ra công chúng,Cổ phiếu đã bán ra công chúng,475.711.167,475.711.167,475711167.0,475711167.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,475.711.167,475.711.167,475711167.0,475711167.0
Cổ phiếu ưu đãl,Cổ phiếu ưu đãl,Cổ phiếu ưu đãl,-,-,,
Cổ phiếu quỹ,Cổ phiếu ưu đãl > Cổ phiếu quỹ,Cổ phiếu quỹ,5.950.978,5.950.978,5950978.0,5950978.0
Cổ phiếu phổ thông,Cổ phiếu ưu đãl > Cổ phiếu phổ thông,Cổ phiếu phổ thông,5.950.978,5.950.978,5950978.0,5950978.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,,
Cổ phiếu đang lưu hành,Cổ phiếu ưu đãi > Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,469.760.189,469.760.189,469760189.0,469760189.0
Cổ phiếu phổ thông,Cổ phiếu ưu đãi > Cổ phiếu phổ thông,Cổ phiếu phổ thông,469.760.189,469.760.189,469760189.0,469760189.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,,
