row_label_raw,row_label_full,col_0,Don vị tính: VND,Don vị tính: VND_1,numeric__Don vị tính: VND,numeric__Don vị tính: VND_1
,,,Năm nay,Năm trước,,
Thu nhập khác,Thu nhập khác,Thu nhập khác,,,,
Tiền phạt thu được,Thu nhập khác > Tiền phạt thu được,Tiền phạt thu được,230.000.000,1.220.000.000,230000000.0,1220000000.0
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,1.218.113.437,220.043.026,1218113437.0,220043026.0
,,,1.448.113.437,1.440.043.026,1448113437.0,1440043026.0
Chỉ phí khác,Chỉ phí khác,Chỉ phí khác,,,,
Các khoản phạt,Chỉ phí khác > Các khoản phạt,Các khoản phạt,9.785.585.620,26.533.945.594,9785585620.0,26533945594.0
Các khoản khác,Chỉ phí khác > Các khoản khác,Các khoản khác,9.931.324.811,132.405.247,9931324811.0,132405247.0
,,,19.716.910.431,26.666.350.841,19716910431.0,26666350841.0
LỐ KHÁC THUÀN,Chỉ phí khác > LỐ KHÁC THUÀN,LỐ KHÁC THUÀN,(18.268.796.994),(25.226.307.815),-18268796994.0,-25226307815.0
