row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Tỷ lệ biểu quyết,Số cổ phiếu,Giế trị ghi số (VND),Tỷ lệ biểu quyết,Số cổ phiếu,Giế trị ghi số (VND),,,,,,
Công ty TNHH Một thành viên Phát triển Đồ thị Tràng Cát (I) Công ty Cổ phần,Công ty TNHH Một thành viên Phát triển Đồ thị Tràng Cát (I) Công ty Cổ phần,Công ty TNHH Một thành viên Phát triển Đồ thị Tràng Cát (I) Công ty Cổ phần,100%,-,4.130.000.000.000,100%,-,1.500.000.000.000,1.0,,4130000000000.0,1.0,,1500000000000.0
Phát triển Đồ thị Sài Gòn - Tây Bắc Công ty Cổ phần,Phát triển Đồ thị Sài Gòn - Tây Bắc Công ty Cổ phần,Phát triển Đồ thị Sài Gòn - Tây Bắc Công ty Cổ phần,"74,3%",30.259.574,662.066.314.000,"74,3%",30.259.574,662.066.314.000,0.743,30259574.0,662066314000.0,0.743,30259574.0,662066314000.0
Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần,Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần,Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần,"86,54%",3.600.000,468.000.000.000,"86,54%",3.600.000,468.000.000.000,0.8654000000000001,3600000.0,468000000000.0,0.8654000000000001,3600000.0,468000000000.0
Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),"92,5%",1.309.000,119.000.000.000,"92,5%",1.309.000,119.000.000.000,0.925,1309000.0,119000000000.0,0.925,1309000.0,119000000000.0
Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),100%,-,105.300.000.000,100%,-,105.300.000.000,1.0,,105300000000.0,1.0,,105300000000.0
Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),100%,-,5.440.000.000,100%,-,5.440.000.000,1.0,,5440000000.0,1.0,,5440000000.0
Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),100%,-,600.000.000.000,-,-,-,1.0,,600000000000.0,,,
Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đồ thị Tiên Dương (iii),51%,25.500.000,3.740.000.000,-,-,-,0.51,25500000.0,3740000000.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,6.093.546.314.000,,,2.859.806.314.000,,,6093546314000.0,,,2859806314000.0
