row_label_raw,row_label_full,Số đầu năm > Hoàn nhập trong năm > Số cuối năm,Đơn vị tính: VND > Năm nay > 7.333.980.650 > - > 7.333.980.650,Đơn vị tính: VND > Năm trước > 7.333.980.650 > - > 7.333.980.650,numeric__Đơn vị tính: VND > Năm nay > 7.333.980.650 > - > 7.333.980.650,numeric__Đơn vị tính: VND > Năm trước > 7.333.980.650 > - > 7.333.980.650
Trong đó:Dự phòng phải thu khách hàng ngắn hạn khó đòi,Trong đó:Dự phòng phải thu khách hàng ngắn hạn khó đòi,Trong đó:Dự phòng phải thu khách hàng ngắn hạn khó đòi,6.833.980.650,6.833.980.650,6833980650.0,6833980650.0
Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,500.000.000,500.000.000,500000000.0,500000000.0
