row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Ngày 31 tháng 12năm 2019,Đơn vị tính: VND > Ngày 31 tháng 12năm 2018,numeric__Đơn vị tính: VND > Ngày 31 tháng 12năm 2019,numeric__Đơn vị tính: VND > Ngày 31 tháng 12năm 2018
Công ty Cổ phần Đầu Tư Trường Phát,Công ty Cổ phần Đầu Tư Trường Phát,Công ty Cổ phần Đầu Tư Trường Phát,798.915.111,16.157.662.594,798915111.0,16157662594.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,7.203.886.762,203.240.676.687,7203886762.0,203240676687.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.002.801.873,219.398.339.281,8002801873.0,219398339281.0
