row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính trong năm,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính trong năm
5,5,5,Công ty TNHH MTV Đầu tư NGD,100,100,"Số 100 phố An Trạch, Phường Quốc Tử Giám, quận Đống Đa, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,100.0,100.0,,
6,6,6,Công ty TNHH MTV Kinh doanh Văn phòng và nhà xưởng Kinh Bắc,100,100,"Lô B7, khu Công nghiệp Quế Võ, Xã phương Liễu, huyện Quế Võ, tỉnh Bắc Ninh","Đầu tư, xây dựng và kinh doanh bất động sản",,100.0,100.0,,
7,7,7,Công ty TNHH Một thành viên Đầu tư Kinh Bắc – Đà Nẵng,100,100,"81A Nguyễn Văn Cử, phường Hiệp Hòa Bắc, quận Liên Chiều, thành phố Đà Nẵng, Việt Nam.","Đầu tư, xây dựng và kinh doanh bất động sản",,100.0,100.0,,
8,8,8,Công ty Cổ phần Phát triển Đồ thị Tiên Dương (i),51,51,"Số 100 An Trạch, phường Cát Lĩnh, quận Đống Đa, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,51.0,51.0,,
9,9,9,Công ty TNHH MTV khu Công nghiệp Tân Phú Trung - Long An (ii),100,"72,44","88 Trần Phong Sắc, phường 4, thành phố Tân An, tỉnh Long An, Việt Nam",Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,,100.0,72.44,,
10,10,10,Công ty TNHH MTV Khu công nghiệp Bắc Giang - Long An (iii),100,"88,06","489E Tính lô 824, Khu phố 5, thị Trần Đức Hòa, huyện Đức Hoà, tỉnh Long An",Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,,100.0,88.06,,
11,11,11,Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập (iv),100,"86,54","531E Khu phố 5, thị Trần Đức Hòa, huyện Đức Hoà, tỉnh Long An",Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,,100.0,86.54,,
