row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi Ich (%),Trụ sở chính,Hoạt động chính trong năm,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi Ich (%),numeric__Trụ sở chính,numeric__Hoạt động chính trong năm
1,1,1,Công ty Cổ phầnKhu Công nghiệpSài Gòn - Bắc Giang,"92,5","88,06","Khu công nghiệpQuang Châu, xã Quang Châu, huyện Việt Yên,tỉnh Bắc Giang","Đầu tư, xây dựng và kinh doanh bất động sản",,92.5,88.06,,
2,2,2,Công ty Cổ phầnKhu Công nghiệpSài Gòn - Hải Phòng,"88,54","88,54","Khu công nghiệp Tràng Duệ, xã Lê Lợi, huyện An Dương, thành phố Hải Phòng","Đầu tư, xây dựng và kinh doanh bất động sản",,88.54,88.54,,
3,3,3,Công ty Cổ phầnPhát triển Đô thịSài Gòn - Tây Bắc,"74,3","72,44","Ăp Trạm Bơm, Quốc lộ 22, xã Tân Phú Trung, huyện Cử Chi, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,74.3,72.44,,
4,4,4,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,100,100,"Khu Bãi Triều, phường Tràng Cát, quận Hải An, thuộc Khu kinh tế Đình Vũ - Cát Hải, thành phố Hải Phòng","Đầu tư, xây dựng và kinh doanh bất động sản",,100.0,100.0,,
