row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Cổ phầnKhu công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phầnKhu công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phầnKhu công nghiệpSài Gòn - Hải Phòng,Công ty con,Công ty nhận tiền vayCông ty chuyển tiền hợp tác kinh doanhTrả nợ gốcChuyển khoản lãi vay thành gốcChi phí lãi vay,202.400.547.9464.662.811.65411.372.265.621,200.000.000.000200.000.000.000-34.577.206.6196.180.025.354,,,2.0240054794646627e+32,
Công ty Cổ phầnKhu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phầnKhu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phầnKhu công nghiệpSài Gòn - Bắc Giang,Công ty con,Công ty vay dài hạnCông ty cho vayCông ty chuyển tiền cho vayCông ty phải thu lãi cho vayCông ty chuyển tiền hợp tác kinh doanhCông ty nhận lại vốn góp kinh doanhCông ty nhận trả nợ vayCông ty trả gốc vayCông ty nhận tiền cổ tức được chia,131.139.612.162-5.689.677.586-531.000.000.000-305.672.404.690130.900.000.000,305.672.404.690-10.000.000.0005.224.643.742381.000.000.000-62.579.404.545,,,,
