row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21.1,468.704.533.368,1.349.160.029.553,,211.0,468704533368.0,1349160029553.0
02,02,02,2. Các khoản giảm trừ doanh thu,21.1,-,-,,211.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,21.1,468.704.533.368,1.349.160.029.553,,211.0,468704533368.0,1349160029553.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,22,(278.391.645.833),(441.200.247.482),,22.0,-278391645833.0,-441200247482.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,190.312.887.535,907.959.782.071,,,190312887535.0,907959782071.0
21,21,21,6. Doanh thu hoạt động tài chính,21.2,247.308.280.435,250.953.944.080,,212.0,247308280435.0,250953944080.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(236.109.095.091) (194.625.837.141),(218.665.180.804) (205.096.743.650),,23.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(236.109.095.091) (194.625.837.141),(218.665.180.804) (205.096.743.650),,23.0,,
25,25,25,8. Chi phí bán hàng,24,(50.584.611.625),(135.451.108.766),,24.0,-50584611625.0,-135451108766.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(84.148.194.421),(87.169.530.070),,24.0,-84148194421.0,-87169530070.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,66.779.266.833,717.627.906.511,,,66779266833.0,717627906511.0
31,31,31,11. Thu nhập khác,25,1.448.113.437,1.440.043.026,,25.0,1448113437.0,1440043026.0
32,32,32,12. Chi phí khác,25,(19.716.910.431),(26.666.350.841),,25.0,-19716910431.0,-26666350841.0
40,40,40,13. Lỗ khác,25,(18.268.796.994),(25.226.307.815),,25.0,-18268796994.0,-25226307815.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,48.510.469.839,692.401.598.696,,,48510469839.0,692401598696.0
51,51,51,15. Chi phí thuế TNDN hiện hành,27.1,(8.487.365.999),(148.815.355.741),,271.0,-8487365999.0,-148815355741.0
52,52,52,16. Thu nhập thuế TNDN hoãn lại,27.3,832.240.999,832.240.999,,273.0,832240999.0,832240999.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,40.855.344.839,544.418.483.954,,,40855344839.0,544418483954.0
