row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > Công ty Cổ phần Du lịch Sài Gòn,Công ty Cổ phần Du lịch Sài Gòn,500.000.000,500.000.000,500000000.0,500000000.0
Công ty Cổ phần Dịch vụ Kinh Bắc,Ngắn hạn > Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,-,31.386.943.534,,31386943534.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn - Tây Ninh,Ngắn hạn > Công ty Cổ phần Khu Công nghiệp Sài Gòn - Tây Ninh,Công ty Cổ phần Khu Công nghiệp Sài Gòn - Tây Ninh,-,300.000.000,,300000000.0
Phải thu từ các bên liên quan(Thuyết minh số 28),Ngắn hạn > Phải thu từ các bên liên quan(Thuyết minh số 28),Phải thu từ các bên liên quan(Thuyết minh số 28),-,1.900.000.000,,1900000000.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,500.000.000,34.086.943.534,500000000.0,34086943534.0
Dự phòng phải thu khác về cho vay khó đòi,Ngắn hạn > Dự phòng phải thu khác về cho vay khó đòi,Dự phòng phải thu khác về cho vay khó đòi,(500.000.000),(500.000.000),-500000000.0,-500000000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Ban quản lý dự án xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),Dài hạn > Ban quản lý dự án xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),Ban quản lý dự án xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),700.000.000,700.000.000,700000000.0,700000000.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn - Tây Ninh,Dài hạn > Công ty Cổ phần Khu Công nghiệp Sài Gòn - Tây Ninh,Công ty Cổ phần Khu Công nghiệp Sài Gòn - Tây Ninh,300.000.000,-,300000000.0,
Phải thu từ các bên liên quan(Thuyết minh số 28),Dài hạn > Phải thu từ các bên liên quan(Thuyết minh số 28),Phải thu từ các bên liên quan(Thuyết minh số 28),4.000.000.000,1.901.132.633.533,4000000000.0,1901132633533.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,5.000.000.000,1.901.832.633.533,5000000000.0,1901832633533.0
