row_label_raw,row_label_full,col_0,2020 triệu đồng,2019 triệu đồng,numeric__2020 triệu đồng,numeric__2019 triệu đồng
"Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí",21.059,21.180,21059.0,21180.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,9.261.722,9.434.827,9261722.0,9434827.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,7.425.497,7.769.361,7425497.0,7769361.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,570.425,556.683,570425.0,556683.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,4.718,2.994,4718.0,2994.0
Chi khác,Chi khác,Chi khác,1.261.082,1.105.789,1261082.0,1105789.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,2.604.914,2.280.260,2604914.0,2280260.0
Khấu hao tài sản cố định,Khấu hao tài sản cố định,Khấu hao tài sản cố định,970.766,980.541,970766.0,980541.0
Chi khác về tài sản,Chi khác về tài sản,Chi khác về tài sản,1.634.148,1.299.719,1634148.0,1299719.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,3.193.804,2.950.282,3193804.0,2950282.0
Chi công tác phí,Chi công tác phí,Chi công tác phí,136.945,169.947,136945.0,169947.0
Chi các hoạt động đoàn thế của TCTD,Chi các hoạt động đoàn thế của TCTD,Chi các hoạt động đoàn thế của TCTD,15.769,33.359,15769.0,33359.0
Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,3.041.090,2.746.976,3041090.0,2746976.0
Chi bảo hiểm tiền gửi của khách hàng,Chi bảo hiểm tiền gửi của khách hàng,Chi bảo hiểm tiền gửi của khách hàng,722.082,663.368,722082.0,663368.0
Chi phí dự phòng (không tỉnh chi phí dự phòng rủi ro tin dụng nội và ngoại bằng; chi phí dự phòng rủl ro chứng khoán),Chi phí dự phòng (không tỉnh chi phí dự phòng rủi ro tin dụng nội và ngoại bằng; chi phí dự phòng rủl ro chứng khoán),Chi phí dự phòng (không tỉnh chi phí dự phòng rủi ro tin dụng nội và ngoại bằng; chi phí dự phòng rủl ro chứng khoán),281.767,384.945,281767.0,384945.0
,,,16.085.348,15.734.862,16085348.0,15734862.0
