row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020VND,Ngày 31 tháng 12năm 2019VND,numeric__Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2019VND
USD,USD,USD,23.105,23.167,23105.0,23167.0
EUR,EUR,EUR,28.381,26.164,28381.0,26164.0
GBP,GBP,GBP,31.558,30.450,31558.0,30450.0
CHF,CHF,CHF,26.208,23.938,26208.0,23938.0
JPY,JPY,JPY,"223,92","213,52",223.92,213.52
SGD,SGD,SGD,17.471,17.265,17471.0,17265.0
CAD,CAD,CAD,18.117,17.874,18117.0,17874.0
AUD,AUD,AUD,17.795,16.350,17795.0,16350.0
NZD,NZD,NZD,16.681,15.598,16681.0,15598.0
TIIB,TIIB,TIIB,"778,33","748,09",778.33,748.09
SEK,SEK,SEK,2.965,2.480,2965.0,2480.0
NOK,NOK,NOK,2.707,2.635,2707.0,2635.0
DKK,DKK,DKK,3.815,3.492,3815.0,3492.0
HKD,HKD,HKD,2.980,2.933,2980.0,2933.0
CNY,CNY,CNY,3.533,3.326,3533.0,3326.0
KRW,KRW,KRW,"21,25","20,46",21.25,20.46
LAK,LAK,LAK,"2,49","2,82",2.49,2.82
MYR,MYR,MYR,5.329,5.329,5329.0,5329.0
