row_label_raw,row_label_full,col_0,Thuyết minh,2020 triệu đồng,2019 triệu đồng,numeric__Thuyết minh,numeric__2020 triệu đồng,numeric__2019 triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,,82.205.508(49.901.673),82.973.160(47.525.820),,,
Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động,Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động,,4.717.441,4.256.422,,4717441.0,4256422.0
"kinh doanh (ngoại tê, vàng bạc, chứng khoán)","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > kinh doanh (ngoại tê, vàng bạc, chứng khoán)","kinh doanh (ngoại tê, vàng bạc, chứng khoán)",,3.052.193,2.676.918,,3052193.0,2676918.0
Ihu nhập/(Chì phí) khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Ihu nhập/(Chì phí) khác,Ihu nhập/(Chì phí) khác,,394.785,(205.603),,394785.0,-205603.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",33,1.751.795,1.337.954,33.0,1751795.0,1337954.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(15.289.442),(14.329.018),,-15289442.0,-14329018.0
Tiền thuế thu nhập thực nộp trong năm,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,24,(2.631.634),(1.500.561),24.0,-2631634.0,-1500561.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,24.298.973,27.683.452,,24298973.0,27683452.0
Những thay đổi về tài sản hoạt động,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(106.066.316),(91.283.259),,-106066316.0,-91283259.0
