row_label_raw,row_label_full,col_0,2020triệu đồng,2019triệu đồng,numeric__2020triệu đồng,numeric__2019triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,8.342.502,7.888.130,8342502.0,7888130.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,3.456.038,3.284.133,3456038.0,3284133.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,163.975,98.236,163975.0,98236.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,177.882,131.427,177882.0,131427.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,2.348.967,2.154.701,2348967.0,2154701.0
Thu dịch vụ khác,Thu dịch vụ khác,Thu dịch vụ khác,2.195.640,2.219.634,2195640.0,2219634.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(4.001.586),(3.832.752),-4001586.0,-3832752.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(1.716.384),(1.827.293),-1716384.0,-1827293.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(13.224),(13.011),-13224.0,-13011.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(183.716),(133.299),-183716.0,-133299.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(333.535),(301.880),-333535.0,-301880.0
Chi về kinh doanh và dịch vụ bảo hiểm,Chi về kinh doanh và dịch vụ bảo hiểm,Chi về kinh doanh và dịch vụ bảo hiểm,(1.524.305),(1.283.159),-1524305.0,-1283159.0
Chi dịch vụ khác,Chi dịch vụ khác,Chi dịch vụ khác,(230.422),(274.110),-230422.0,-274110.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,4.340.916,4.055.378,4340916.0,4055378.0
