row_label_raw,row_label_full,col_0,2020triệu đồng,2019triệu đồng,numeric__2020triệu đồng,numeric__2019triệu đồng
Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),17.084.849,11.780.993,17084849.0,11780993.0
- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(352.360),(305.360),-352360.0,-305360.0
- Lợi nhuận của công ty con,- Lợi nhuận của công ty con,- Lợi nhuận của công ty con,(711.425),(618.607),-711425.0,-618607.0
- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,(114.261),(103.895),-114261.0,-103895.0
- Biến động dự phòng cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,- Biến động dự phòng cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,- Biến động dự phòng cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,9.783,118.875,9783.0,118875.0
- Khác,- Khác,- Khác,47.082,16.883,47082.0,16883.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,15.963.668,10.888.889,15963668.0,10888889.0
Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,3.192.734,2.177.778,3192734.0,2177778.0
Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,122.329,108.774,122329.0,108774.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,3.315.063,2.286.552,3315063.0,2286552.0
Thuế TNDN phải trả/(được hoàn) đầu năm,Thuế TNDN phải trả/(được hoàn) đầu năm,Thuế TNDN phải trả/(được hoàn) đầu năm,619.096,(169.074),619096.0,-169074.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.631.634),(1.500.561),-2631634.0,-1500561.0
Điều chỉnh chênh lệch thuế TNDN của các năm trước,Điều chỉnh chênh lệch thuế TNDN của các năm trước,Điều chỉnh chênh lệch thuế TNDN của các năm trước,177,2.179,177.0,2179.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,1.302.702,619.096,1302702.0,619096.0
