row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,5.060.257,3.137.327,5060257.0,3137327.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,3.555.344,2.363.665,3555344.0,2363665.0
Chứng khoán do các TCTD khác trong nước phát hành,Chứng khoán do các TCTD khác trong nước phát hành,Chứng khoán do các TCTD khác trong nước phát hành,697.353,111.318,697353.0,111318.0
Chứng khoán do các TCKT khác trong nước phát hành,Chứng khoán do các TCKT khác trong nước phát hành,Chứng khoán do các TCKT khác trong nước phát hành,807.560,662.344,807560.0,662344.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,662.903,913.918,662903.0,913918.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,9,23.476,9.0,23476.0
Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,662.894,890.442,662894.0,890442.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(121.413),(225.871),-121413.0,-225871.0
Trong đó:,Trong đó:,Trong đó:,,,,
Dự phòng giám giá,Trong đó: > Dự phòng giám giá,Dự phòng giám giá,(116.927),(225.871),-116927.0,-225871.0
Dự phòng chung,Trong đó: > Dự phòng chung,Dự phòng chung,(4.486),-,-4486.0,
,,,5.601.747,3.825.374,5601747.0,3825374.0
