row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tại ngày 1 tháng 1 năm 2019(trình bày lại),Số dư tại ngày 1 tháng 1 năm 2019(trình bày lại),Số dư tại ngày 1 tháng 1 năm 2019(trình bày lại),6.768.218,6.291.746,13.059.964,6768218.0,6291746.0,13059964.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,89.614,8.554.899,8.644.513,89614.0,8554899.0,8644513.0
Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,-,(8.758.783),(8.758.783),,-8758783.0,-8758783.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,6.857.832,6.087.862,12.945.694,6857832.0,6087862.0,12945694.0
