row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
"Các khoản thu, chỉ hộ các lỗ chức khác","Các khoản thu, chỉ hộ các lỗ chức khác","Các khoản thu, chỉ hộ các lỗ chức khác",1.375.631,1.477.465,1375631.0,1477465.0
Tiền giữ hộ và chờ thanh toàn,Tiền giữ hộ và chờ thanh toàn,Tiền giữ hộ và chờ thanh toàn,79.149,150.451,79149.0,150451.0
Thuế thu nhập doanh nghiệp phải trả (Thuyết minh số 25),Thuế thu nhập doanh nghiệp phải trả (Thuyết minh số 25),Thuế thu nhập doanh nghiệp phải trả (Thuyết minh số 25),1.302.702,619.096,1302702.0,619096.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,1.443.133,1.483.731,1443133.0,1483731.0
Phải trả khác liên quan đến nghiệp vụ chứng khoán,Phải trả khác liên quan đến nghiệp vụ chứng khoán,Phải trả khác liên quan đến nghiệp vụ chứng khoán,1.210.143,635.988,1210143.0,635988.0
Thuế và phí phải trả,Thuế và phí phải trả,Thuế và phí phải trả,214.092,194.236,214092.0,194236.0
Phải trả NHNN do thu hồi nợ đã xóa,Phải trả NHNN do thu hồi nợ đã xóa,Phải trả NHNN do thu hồi nợ đã xóa,95.009,92.380,95009.0,92380.0
Các khoản phải trả liên quan đến hoạt độngtài trợ thương mại,Các khoản phải trả liên quan đến hoạt độngtài trợ thương mại,Các khoản phải trả liên quan đến hoạt độngtài trợ thương mại,8.904,6.008,8904.0,6008.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,288.660,250.237,288660.0,250237.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,275.986,492.382,275986.0,492382.0
,,,6.293.409,5.401.974,6293409.0,5401974.0
