row_label_raw,row_label_full,Khếng chiu lai trièu dong,Trên 3 tháng trièu dong,Đếng 3 tháng trièu dong,Đếng 1 tháng trièu dong,Tù 1 - 3 tháng trièu dong,Tù 3 - 6 tháng trièu dong,Tù 6 - 12 tháng trièu dong,Tù 1 - 5 năm trièu dong,Trên 5 năm trièu dong,Tộng cóng trièu dong,numeric__Trên 3 tháng trièu dong,numeric__Đếng 3 tháng trièu dong,numeric__Đếng 1 tháng trièu dong,numeric__Tù 1 - 3 tháng trièu dong,numeric__Tù 3 - 6 tháng trièu dong,numeric__Tù 6 - 12 tháng trièu dong,numeric__Tù 1 - 5 năm trièu dong,numeric__Trên 5 năm trièu dong,numeric__Tộng cóng trièu dong
9.930.181,9.930.181,9.930.181,-,-,-,-,-,-,-,-,9.930.181,,,,,,,,,9930181.0
9.930.181,9.930.181,9.930.181,-,-,57.616.650,-,-,-,-,-,57.616.650,,,57616650.0,,,,,,57616650.0
9.930.181,9.930.181,9.930.181,-,-,82.655.818,17.464.930,2.062.100,350.000,-,-,102.532.818,,,82655818.0,17464930.0,2062100.0,350000.0,,,102532818.0
9.930.181,9.930.181,9.930.181,-,-,5.723.160,-,-,-,-,-,5.723.160,,,5723160.0,,,,,,5723160.0
9.930.181,9.930.181,9.930.181,-,-,137.122,-,-,-,-,-,137.122,,,137122.0,,,,,,137122.0
9.930.181,9.930.181,9.930.181,9.519.01,2.799.154,378.703.556,269.804.73*,252.590.450,71.688.888,27.687.522,2.539.868,1.015.333.270,951901.0,2799154.0,378703556.0,,252590450.0,71688888.0,27687522.0,2539868.0,1015333270.0
376.615,376.615,376.615,-,-,5.397.288,6.363.033,7.968.057,23.340.098,41.299.383,30.550.090,115.294.614,,,5397288.0,6363033.0,7968057.0,23340098.0,41299383.0,30550090.0,115294614.0
3.358.234,3.358.234,3.358.234,-,-,-,-,-,-,-,-,3.358.234,,,,,,,,,3358234.0
10.811.098,10.811.098,10.811.098,-,-,-,-,-,-,-,-,10.811.098,,,,,,,,,10811098.0
20.251.084,20.251.084,20.251.084,73.313,-,3.147.727,5.9~7.01*,4.315.463,126.194,-,-,33.830.792,73313.0,,3147727.0,,4315463.0,126194.0,,,33830792.0
44.727.212,44.727.212,44.727.212,9.592.414,2.799.154,533.381.321,299.549.725,266.936.070,95.505.180,68.986.905,33.089.958,1.354.567.939,9592414.0,2799154.0,533381321.0,299549725.0,266936070.0,95505180.0,68986905.0,33089958.0,1354567939.0
44.727.212,44.727.212,44.727.212,-,-,42.864.597,650.097,637.176,445.318,-,-,44.597.188,,,42864597.0,650097.0,637176.0,445318.0,,,44597188.0
44.727.212,44.727.212,44.727.212,-,-,102.248.689,15.071.355,11.055.365,143.695,-,-,128.519.115,,,102248689.0,15071355.0,11055365.0,143695.0,,,128519115.0
44.727.212,44.727.212,44.727.212,-,-,441.458.716,189.644.670,156.653.224,186.786.595,15.780.958,6.921,990.331.285,,,441458716.0,189644670.0,156653224.0,186786595.0,15780958.0,6921.0,990331285.0
44.727.212,44.727.212,44.727.212,-,-,-,2.733.251,-,-,-,-,2.733.251,,,,2733251.0,,,,,2733251.0
44.727.212,44.727.212,44.727.212,-,-,12.151.084,-,5.700.000,16.750.000,25.024.486,250000,59.875.570,,,12151084.0,,5700000.0,16750000.0,25024486.0,250000.0,59875570.0
29.198.794,29.198.794,29.198.794,-,-,-,-,-,-,-,-,29.198.794,,,,,,,,,29198794.0
29.198.794,29.198.794,29.198.794,-,-,598.723.086,208.099.583,174.045.765,204.125.610,40.805.444,256.921,1.255.255.203,,,598723086.0,208099583.0,174045765.0,204125610.0,40805444.0,256921.0,1255255203.0
15.528.418,15.528.418,15.528.418,9.592.414,2.799.154,(65.341.765),91.450.142,92.890.305,(108.620.430),28.181.461,32.833.037,99.312.736,9592414.0,2799154.0,-65341765.0,91450142.0,92890305.0,-108620430.0,28181461.0,32833037.0,99312736.0
15.528.418,15.528.418,15.528.418,-,-,-,-,-,-,-,-,-,,,,,,,,,
15.528.418,15.528.418 > 15.528.418,15.528.418,9.592.414,2.799.154,(65.341.765),91.450.142,92.890.305,(108.620.430),28.181.461,32.833.037,99.312.736,9592414.0,2799154.0,-65341765.0,91450142.0,92890305.0,-108620430.0,28181461.0,32833037.0,99312736.0
