row_label_raw,row_label_full,col_0,Thuyết minh,2020 triệu đồng,2019 triệu đồng,numeric__Thuyết minh,numeric__2020 triệu đồng,numeric__2019 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,27,83.677.717,82.742.771,27.0,83677717.0,82742771.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,28,(48.096.888),(49.543.734),28.0,-48096888.0,-49543734.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,35.580.829,33.199.037,,35580829.0,33199037.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,8.342.502,7.888.130,,8342502.0,7888130.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(4.001 586),(3 832 752),,,
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,29,4.340.916,4.055.378,29.0,4340916.0,4055378.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,30,1.999.721,1.564.300,30.0,1999721.0,1564300.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,31,601.275,365.564,31.0,601275.0,365564.0
Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Chi phí hoạt động dịch vụ > Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,32,360.950,(790.728),32.0,360950.0,-790728.0
Thu nhập từ hoạt động khác,Chi phí hoạt động dịch vụ > Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,2.694.931,2.357.430,,2694931.0,2357430.0
Chi phí cho hoạt động khác,Chi phí hoạt động dịch vụ > Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(785.226),(859.995),,-785226.0,-859995.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,33,1.909.705,1.497.435,33.0,1909705.0,1497435.0
"Thu nhập từ góp vốn, mua cổ phần","Chi phí hoạt động dịch vụ > Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",34,524.038,628.400,34.0,524038.0,628400.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Chi phí hoạt động dịch vụ > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,35,(16.085.348),(15.734.862),35.0,-16085348.0,-15734862.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Chi phí hoạt động dịch vụ > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,29.232.086,24.784.524,,29232086.0,24784524.0
Chi phí dự phòng rủi ro tín dụng,Chi phí hoạt động dịch vụ > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(12.147.237),(13.003.531),,-12147237.0,-13003531.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Chi phí hoạt động dịch vụ > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,17.084.849,11.780.993,,17084849.0,11780993.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí hoạt động dịch vụ > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,25.1,(3.315.063),(2.286.552),251.0,-3315063.0,-2286552.0
Chi phí thuế thu nhập hoãn lại,Chi phí hoạt động dịch vụ > Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,25.2,(12.552),(17.452),252.0,-12552.0,-17452.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí hoạt động dịch vụ > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(3.327.615),(2.304.004),,-3327615.0,-2304004.0
LỢI NHUẬN SAU THUẾ,Chi phí hoạt động dịch vụ > LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,13.757.234,9.476.989,,13757234.0,9476989.0
Lợi ích của cổ đông không kiểm soát,Chi phí hoạt động dịch vụ > Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,63.646,15.722,,63646.0,15722.0
Lợi nhuận thuần của chủ sở hữu,Chi phí hoạt động dịch vụ > Lợi nhuận thuần của chủ sở hữu,Lợi nhuận thuần của chủ sở hữu,,13.693.588,9.461.267,,13693588.0,9461267.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Chi phí hoạt động dịch vụ > Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),26.5,3.678,1.966,265.0,3678.0,1966.0
