row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5
,,,Trên 3 tháng triệu đồng,Dế n 3 tháng triệu đồng,Dế n 1 tháng triệu đồng,Tư 1 đến 3 tháng triệu đồng,Tư 3 đến 12 tháng triệu đồng,Tư 1 đến 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc. đá quý","Tài sản > Tiền mặt, vàng bạc. đá quý","Tiền mặt, vàng bạc. đá quý",-,-,9.930.181,-,-,-,-,9.930.181,,,9930181.0,,,,,9930181.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,57.616.650,-,-,-,-,57.616.650,,,57616650.0,,,,,57616650.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,87.045.768,13.074.950,2.412.100,-,-,102.532.818,,,87045768.0,13074950.0,2412100.0,,,102532818.0
Chứng khoán kinh coanh (*),Tài sản > Chứng khoán kinh coanh (*),Chứng khoán kinh coanh (*),-,-,5.723.160,-,-,-,-,5.723.160,,,5723160.0,,,,,5723160.0
Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,,,,,,,,
tài chính khác,Các công cụ tài chính phải sinh và các tài sản > tài chính khác,tài chính khác,-,-,137.122,-,-,-,-,137.122,,,137122.0,,,,,137122.0
Cho vay khách hàng (*),Các công cụ tài chính phải sinh và các tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),9.519.101,2.799.154,61.014.107,209.323.691,367.089.039,164.357.018,201.231.160,1.015.333.270,9519101.0,2799154.0,61014107.0,209323691.0,367089039.0,164357018.0,201231160.0,1015333270.0
Chứng khoán đầu tư (*),Các công cụ tài chính phải sinh và các tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,5.072.609,1.153.512,18.994.899,48.941.809,41.131.785,115.294.614,,,5072609.0,1153512.0,18994899.0,48941809.0,41131785.0,115294614.0
"Góp vốn, đầu tư dài hạn (*)","Các công cụ tài chính phải sinh và các tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,3.358.234,3.358.234,,,,,,,3358234.0,3358234.0
Tài sản cố định,Các công cụ tài chính phải sinh và các tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,10.811.098,10.811.098,,,,,,,10811098.0,10811098.0
Tài sản Có khác (*),Các công cụ tài chính phải sinh và các tài sản > Tài sản Có khác (*),Tài sản Có khác (*),73.313,-,2.921.274,5.453.556,4.021.020,17.584,21.244.045,33.830.792,73313.0,,2921274.0,5453556.0,4021020.0,17584.0,21244045.0,33830792.0
Tổng tài sản,Các công cụ tài chính phải sinh và các tài sản > Tổng tài sản,Tổng tài sản,9.592.414,2.799.154,229.460.871,229.095.709,392.517.058,23.416.411,277.776.322,1.354.567.939,9592414.0,2799154.0,229460871.0,229095709.0,392517058.0,23416411.0,277776322.0,1354567939.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,42.864.597,650.097,1.082.494,-,-,44.597.188,,,42864597.0,650097.0,1082494.0,,,44597188.0
Tiền gửi của và vay từ các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ các TCTD khác,Tiền gửi của và vay từ các TCTD khác,-,-,101.931.361,13.403.740,12.764.034,332.848,87.132,128.519.115,,,101931361.0,13403740.0,12764034.0,332848.0,87132.0,128519115.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,166.250.171,193.094.468,431.231.116,199.276.729,478.801,990.331.285,,,166250171.0,193094468.0,431231116.0,199276729.0,478801.0,990331285.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,910.882,-,57.614,381.507,1.383.248,2.733.251,,,910882.0,,57614.0,381507.0,1383248.0,2733251.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,26.300.000,1.151.250,32.424.320,59.875.570,,,,,26300000.0,1151250.0,32424320.0,59875570.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),-,-,9.869.326,3.052.221,6.077.482,9.679.661,510.104,29.198.794,,,9869326.0,3052221.0,6077482.0,9679661.0,510104.0,29198794.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,321.826.337,210.219.526,477.512.740,210.821.995,34.883.605,1.255.255.203,,,321826337.0,210219526.0,477512740.0,210821995.0,34883605.0,1255255203.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,9.592.414,2.799.154,(92.365.466),18.795.163,(84.995.682),2.594.416,242.892.717,99.312.736,9592414.0,2799154.0,-92365466.0,18795163.0,-84995682.0,2594416.0,242892717.0,99312736.0
