row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,112.301.221,96.755.014,112301221.0,96755014.0
Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,57.375.668,44.898.960,57375668.0,44898960.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,43.941.537,34.998.124,43941537.0,34998124.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,10.984.016,16.857.930,10984016.0,16857930.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,376.615,376.615,376615.0,376615.0
Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,376.615,376.615,376615.0,376615.0
Dự phòng rủi ro chứng khoán sẵn sàng đề bán Trong đó:,Dự phòng rủi ro chứng khoán sẵn sàng đề bán Trong đó:,Dự phòng rủi ro chứng khoán sẵn sàng đề bán Trong đó:,(349.490),(1.292.424),-349490.0,-1292424.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(50.918),(168.306),-50918.0,-168306.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(298.572),(293.268),-298572.0,-293268.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,(830.850),,-830850.0
,,,112.328.346,95.839.205,112328346.0,95839205.0
