row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,%,Ngày 31 tháng 12năm 2019triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2019triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,54.570.720,"5,37",42.213.282,"4,51",54570720.0,5.37,42213282.0,4.51
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,29.301.967,"2,89",33.347.654,"3,57",29301967.0,2.89,33347654.0,3.57
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,7.633.633,"0,75",6.628.148,"0,71",7633633.0,0.75,6628148.0,0.71
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,235.071.957,"23,15",210.675.358,"22,53",235071957.0,23.15,210675358.0,22.53
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,29.717.803,"2,93",35.845.575,"3,83",29717803.0,2.93,35845575.0,3.83
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,280.725.913,"27,65",264.881.824,"28,32",280725913.0,27.65,264881824.0,28.32
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,363.403,"0,04",48.495,"0,01",363403.0,0.04,48495.0,0.01
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,14.020.853,"1,38",12.450.347,"1,33",14020853.0,1.38,12450347.0,1.33
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,55.290.088,"5,45",50.541.116,"5,40",55290088.0,5.45,50541116.0,5.4
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.460.651,"0,14",1.365.946,"0,15",1460651.0,0.14,1365946.0,0.15
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",304.459.440,"29,99",274.787.877,"29,37",304459440.0,29.99,274787877.0,29.37
"Đơn vị hành chính sự nghiệp, đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đảng, đoàn thể và hiệp hội",1.547.265,"0,15",1.553.548,"0,17",1547265.0,0.15,1553548.0,0.17
Các thành phần kinh tế khác,Các thành phần kinh tế khác,Các thành phần kinh tế khác,1.169.577,"0,11",931.775,"0,10",1169577.0,0.11,931775.0,0.1
,,,1.015.333.270,100,935.270.945,100,1015333270.0,100.0,935270945.0,100.0
