row_label_raw,row_label_full,col_0,Số dư đầu năm triệu đồng,Phát sinh trong năm > Số phải nộp triệu đồng,Phát sinh trong năm > Số đã nộp triệu đồng,Số dư cuối năm triệu đồng,numeric__Số dư đầu năm triệu đồng,numeric__Phát sinh trong năm > Số phải nộp triệu đồng,numeric__Phát sinh trong năm > Số đã nộp triệu đồng,numeric__Số dư cuối năm triệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,20.403,564.492,563.396,21.499,20403.0,564492.0,563396.0,21499.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,619.096,3.315.240,2.631.634,1.302.702,619096.0,3315240.0,2631634.0,1302702.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,129.429,700.229,711.544,178.114,129429.0,700229.0,711544.0,178114.0
,,,768.928,4.639.961,3.906.574,1.502.315,768928.0,4639961.0,3906574.0,1502315.0
