row_label_raw,row_label_full,col_0,Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023),Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023)_1,Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023)_2,numeric__Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),numeric__Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023),numeric__Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023)_1,numeric__Tại ngày 31 tháng 12 năm 2023 > Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023)_2
,,,Triệu VND,Tài sảnTriệu VND,Công nợTriệu VND,Tổng cộngTriệu VND,,,,
Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,1.965.933,-,(10.372),(10.372),1965933.0,,-10372.0,-10372.0
Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,66.224.739,-,(99.489),(99.489),66224739.0,,-99489.0,-99489.0
Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,,,,
Giao dịch hoán đổi lãi suất,Công cụ tài chính phải sinh khác > Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,3.193.859,-,(7.265),(7.265),3193859.0,,-7265.0,-7265.0
,,,71.384.531,-,(117.126),(117.126),71384531.0,,-117126.0,-117126.0
