row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",18.587,14.250,18587.0,14250.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,6.215.207,6.069.294,6215207.0,6069294.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,2.259.881,2.047.270,2259881.0,2047270.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,456.896,386.526,456896.0,386526.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,6.960,10.077,6960.0,10077.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,3.491.470,3.625.421,3491470.0,3625421.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.780.389,1.733.724,1780389.0,1733724.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,392.052,367.440,392052.0,367440.0
- Chi khác,- Chi khác,- Chi khác,1.388.337,1.366.284,1388337.0,1366284.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,2.346.192,3.286.908,2346192.0,3286908.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",504.504,455.482,504504.0,455482.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),9.407,45.387,9407.0,45387.0
,,,10.874.286,11.605.045,10874286.0,11605045.0
