row_label_raw,row_label_full,col_0,31.12.2023Triệu VND,31.12.2022Triệu VND,numeric__31.12.2023Triệu VND,numeric__31.12.2022Triệu VND
Thương mại,Thương mại,Thương mại,85.530.409,73.260.878,85530409.0,73260878.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,28.222.186,25.951.594,28222186.0,25951594.0
Xây dựng,Xây dựng,Xây dựng,18.240.176,16.529.164,18240176.0,16529164.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,13.855.783,10.367.944,13855783.0,10367944.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,5.813.214,4.864.676,5813214.0,4864676.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",4.261.365,3.735.759,4261365.0,3735759.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,1.676.823,1.774.809,1676823.0,1774809.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",1.420.850,1.260.358,1420850.0,1260358.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,677.254,826.528,677254.0,826528.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,1.811.477,89.111,1811477.0,89111.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,326.092.315,275.045.423,326092315.0,275045423.0
,,,487.601.852,413.706.244,487601852.0,413706244.0
