row_label_raw,row_label_full,col_0,31.12.2023Triệu VND,31.12.2022Triệu VND,numeric__31.12.2023Triệu VND,numeric__31.12.2022Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.491.719,1.700.580,1491719.0,1700580.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,4.849.521,6.017.436,4849521.0,6017436.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,289.990,404.584,289990.0,404584.0
- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),2.522.843,2.414.287,2522843.0,2414287.0
- Tiến giữ hộ và đợi thanh toán,- Tiến giữ hộ và đợi thanh toán,- Tiến giữ hộ và đợi thanh toán,291.442,173.950,291442.0,173950.0
- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,746.546,2.175.151,746546.0,2175151.0
- Phải trả khác,- Phải trả khác,- Phải trả khác,998.700,849.464,998700.0,849464.0
Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),6.812.909,7.367.891,6812909.0,7367891.0
"Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",448.547,300.047,448547.0,300047.0
Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.775.592,1.822.237,1775592.0,1822237.0
,,,15.378.288,17.208.191,15378288.0,17208191.0
