row_label_raw,row_label_full,col_0,Dụ phòng cụ thể (i)Triệu VND,Dụ phòng chungTriệu VND,Dụ phòng rủi ro cho vay giao dịch ký quỹTriệu VND,Tổng cộngTriệu VND,numeric__Dụ phòng cụ thể (i)Triệu VND,numeric__Dụ phòng chungTriệu VND,numeric__Dụ phòng rủi ro cho vay giao dịch ký quỹTriệu VND,numeric__Tổng cộngTriệu VND
Tại ngày 1 tháng 1 năm 2022(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 1 tháng 1 năm 2022(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 1 tháng 1 năm 2022(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),3.076.508,2.668.879,116.201,5.861.588,3076508.0,2668879.0,116201.0,5861588.0
Tại ngày 1 tháng 1 năm 2022(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 1 tháng 1 năm 2022(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 1 tháng 1 năm 2022(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),(381.329),402.142,1,20.814,-381329.0,402142.0,1.0,20814.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(1.032.666),-,-,(1.032.666),-1032666.0,,,-1032666.0
Tại ngày 31 tháng 12 năm 2022Trích lập trong năm (Thuyết minh 32),Tại ngày 31 tháng 12 năm 2022Trích lập trong năm (Thuyết minh 32),Tại ngày 31 tháng 12 năm 2022Trích lập trong năm (Thuyết minh 32),1.662.513,3.071.021,116.202,4.849.736,1662513.0,3071021.0,116202.0,4849736.0
Tại ngày 31 tháng 12 năm 2022Trích lập trong năm (Thuyết minh 32),Tại ngày 31 tháng 12 năm 2022Trích lập trong năm (Thuyết minh 32),Tại ngày 31 tháng 12 năm 2022Trích lập trong năm (Thuyết minh 32),1.281.656,521.301,1.274,1.804.231,1281656.0,521301.0,1274.0,1804231.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(1.287.015),-,-,(1.287.015),-1287015.0,,,-1287015.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,1.657.154,3.592.322,117.476,5.366.952,1657154.0,3592322.0,117476.0,5366952.0
