row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2023 Triệu VND,Tại ngày > 31.12.2022 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2023 Triệu VND,numeric__Tại ngày > 31.12.2022 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,15,88,505.876,,15.0,88.0,505876.0
1,B > 1,1,"Tiền gửi và vay Chính phủ, Ngân hàng Nhà nước",,88,505.876,,,88.0,505876.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,16,89.506.662,67.840.840,,16.0,89506662.0,67840840.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,80.719.473,60.002.732,,,80719473.0,60002732.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,8.787.189,7.838.108,,,8787189.0,7838108.0
III,B > III,III,Tiền gửi của khách hàng,17,482.702.731,413.952.789,,17.0,482702731.0,413952789.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,8,117.126,-,,8.0,117126.0,
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",18,41.534,60.188,,18.0,41534.0,60188.0
VI,B > VI,VI,Phát hành giấy tờ có giá,19,52.410.014,44.304.367,,19.0,52410014.0,44304367.0
VII,B > VII,VII,Các khoản nợ khác,,23.060.473,22.772.462,,,23060473.0,22772462.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,7.682.185,5.564.271,,,7682185.0,5564271.0
3,B > 3,3,Các khoản phải trả và công nợ khác,20,15.378.288,17.208.191,,20.0,15378288.0,17208191.0
,,,TỔNG NỘ PHẢI TRẢ,,647.838.628,549.436.522,,,647838628.0,549436522.0
VIII,B > VIII,VIII,VỐN CHỦ SỞ HỮU,21,70.955.961,58.438.663,,21.0,70955961.0,58438663.0
1,B > 1,1,Vốn của tổ chức tín dụng,,39.112.283,34.046.130,,,39112283.0,34046130.0
a,B > a,a,Vốn điều lệ,,38.840.504,33.774.351,,,38840504.0,33774351.0
c,B > c,c,Thặng dư vốn cổ phần,,271.779,271.779,,,271779.0,271779.0
2,B > 2,2,Quỹ của tổ chức tín dụng,,11.557.435,9.220.125,,,11557435.0,9220125.0
5,B > 5,5,Lợi nhuận chưa phân phối,,20.286.243,15.172.408,,,20286243.0,15172408.0
a,B > a,a,Lợi nhuận năm nay,,13.707.404,11.632.365,,,13707404.0,11632365.0
b,B > b,b,Lợi nhuận lũy kế năm trước,,6.578.839,3.540.043,,,6578839.0,3540043.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,70.955.961,58.438.663,,,70955961.0,58438663.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,718.794.589,607.875.185,,,718794589.0,607875185.0
