row_label_raw,row_label_full,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Khác,numeric__Tổng cộng
1.021.641,1.021.641,1.021.641,156.998,6.934,5.236,7.350,12.829,910,1.211.898,156998.0,6934.0,5236.0,7350.0,12829.0,910.0,1211898.0
999.885,999.885,999.885,-,-,-,-,-,-,999.885,,,,,,,999885.0
18.565.471,18.565.471,18.565.471,-,211.947,2.284.468,85.927,7.056,38.156,21.193.025,,211947.0,2284468.0,85927.0,7056.0,38156.0,21193025.0
(5.651.350),(5.651.350),(5.651.350),-,(7),(1.516.870),-,-,18,(7.168.209),,-7.0,-1516870.0,,,18.0,-7168209.0
9.081.658,9.081.658,9.081.658,9.225,-,-,-,-,-,9.090.883,9225.0,,,,,,9090883.0
1.807.071,1.807.071,1.807.071,4.048,27.299,48.696,-,8,12,1.887.134,4048.0,27299.0,48696.0,,8.0,12.0,1887134.0
25.824.376,25.824.376,25.824.376,170.271,246.173,821.530,93.277,19.893,39.096,27.214.616,170271.0,246173.0,821530.0,93277.0,19893.0,39096.0,27214616.0
16.520.884,16.520.884,16.520.884,-,27.260,48.593,-,-,-,16.596.737,,27260.0,48593.0,,,,16596737.0
11.964.448,11.964.448,11.964.448,-,200.765,682.142,77.586,12.763,25.101,12.962.805,,200765.0,682142.0,77586.0,12763.0,25101.0,12962805.0
-,-,-,-,-,17.243,-,-,-,17.243,,,17243.0,,,,17243.0
355.976,355.976,355.976,-,19.044,7.216,11.426,8.162,5.731,407.555,,19044.0,7216.0,11426.0,8162.0,5731.0,407555.0
28.841.308,28.841.308,28.841.308,-,247.069,755.194,89.012,20.925,30.832,29.984.340,,247069.0,755194.0,89012.0,20925.0,30832.0,29984340.0
(3.016.932),(3.016.932),(3.016.932),170.271,(896),66.336,4.265,(1.032),8.264,(2.769.724),170271.0,-896.0,66336.0,4265.0,-1032.0,8264.0,-2769724.0
(165.851),(165.851),(165.851),-,2.017,(65.767),2.410,1.130,(6.122),(232.183),,2017.0,-65767.0,2410.0,1130.0,-6122.0,-232183.0
(3.182.783),(3.182.783),(3.182.783),170.271,1.121,569,6.675,98,2.142,(3.001.907),170271.0,1121.0,569.0,6675.0,98.0,2142.0,-3001907.0
