row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2023Triệu VND,Tại ngày > 31.12.2022Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2023Triệu VND,numeric__Tại ngày > 31.12.2022Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,6.909.300,8.460.892,,4.0,6909300.0,8460892.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,18.504.814,13.657.531,,5.0,18504814.0,13657531.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,114.873.931,85.971.313,,6.0,114873931.0,85971313.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,114.644.002,82.338.762,,,114644002.0,82338762.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,279.929,3.682.551,,,279929.0,3682551.0
3,A > 3,3,Dự phòng rủi ro,6.3,(50.000),(50.000),,63.0,-50000.0,-50000.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,7.177.069,1.131.327,,7.0,7177069.0,1131327.0
1,A > 1,1,Chứng khoán kinh doanh,,7.323.489,1.320.941,,,7323489.0,1320941.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,7.4,(146.420),(189.614),,74.0,-146420.0,-189614.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,100.072,,8.0,,100072.0
VI,A > VI,VI,Cho vay khách hàng,9,482.234.900,408.856.508,,9.0,482234900.0,408856508.0
1,A > 1,1,Cho vay khách hàng,,487.601.852,413.706.244,,,487601852.0,413706244.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9.7,(5.366.952),(4.849.736),,97.0,-5366952.0,-4849736.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,73.463.347,75.534.794,,10.0,73463347.0,75534794.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,10.1,44.903.768,31.854.915,,101.0,44903768.0,31854915.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,10.1,28.559.579,43.679.879,,101.0,28559579.0,43679879.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,140.025,146.814,,11.0,140025.0,146814.0
4,A > 4,4,Đầu tư dài hạn khác,11.2,303.387,303.387,,112.0,303387.0,303387.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,11.3,(163.362),(156.573),,113.0,-163362.0,-156573.0
X,A > X,X,Tài sản cố định,12,4.762.561,3.981.376,,12.0,4762561.0,3981376.0
1,A > 1,1,Tài sản cố định hữu hình,12.1,3.317.568,2.849.732,,121.0,3317568.0,2849732.0
a,A > a,a,Nguyên giá tài sản cố định,,6.256.911,5.523.787,,,6256911.0,5523787.0
b,A > b,b,Hao mòn tài sản cố định,,(2.939.343),(2.674.055),,,-2939343.0,-2674055.0
3,A > 3,3,Tài sản cố định vô hình,12.2,1.444.993,1.131.644,,122.0,1444993.0,1131644.0
a,A > a,a,Nguyên giá tài sản cố định,,2.101.677,1.709.488,,,2101677.0,1709488.0
b,A > b,b,Hao mòn tài sản cố định,,(656.684),(577.844),,,-656684.0,-577844.0
XI,A > XI,XI,Bất động sản đầu tư,13,177.005,177.005,,13.0,177005.0,177005.0
a,A > a,a,Nguyên giá bất động sản đầu tư,,177.005,177.005,,,177005.0,177005.0
b,b,b,Hao mòn bất động sản đầu tư,,-,-,,,,
XII,b > XII,XII,Tài sản Có khác,14,10.551.637,9.857.553,,14.0,10551637.0,9857553.0
1,b > 1,1,Các khoản phải thu,14.1,5.316.951,4.756.992,,141.0,5316951.0,4756992.0
2,b > 2,2,"Các khoản lãi, phí phải thu",,4.282.669,4.089.550,,,4282669.0,4089550.0
3,b > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,14.2,33.722,63.966,,142.0,33722.0,63966.0
4,b > 4,4,Tài sản Có khác,14.3,1.117.080,1.143.212,,143.0,1117080.0,1143212.0
5,b > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,14.4,(198.785),(196.167),,144.0,-198785.0,-196167.0
,,,TỔNG TÀI SẢN,,718.794.589,607.875.185,,,718794589.0,607875185.0
