row_label_raw,row_label_full,Trong đó:,Trong đó:_1,Trong đó:_2,numeric__Trong đó:_1,numeric__Trong đó:_2
- Những công trình lớn,- Những công trình lớn,- Những công trình lớn,1.631,1.668,1631.0,1668.0
Xây dựng mới chi nhánh Hà Nội,Xây dựng mới chi nhánh Hà Nội,Xây dựng mới chi nhánh Hà Nội,-,225,,225.0
Đất 50 Nguyễn Tất Thành Đaklak,Đất 50 Nguyễn Tất Thành Đaklak,Đất 50 Nguyễn Tất Thành Đaklak,860,860,860.0,860.0
Khác,Khác,Khác,771,583,771.0,583.0
Cộng,Cộng,Cộng,1.631,1.668,1631.0,1668.0
