row_label_raw,row_label_full,Trong đó:,Trong đó:_1,Trong đó:_2,numeric__Trong đó:_1,numeric__Trong đó:_2
36 máy ATM,36 máy ATM,36 máy ATM,-,476,,476.0
Bổ sung tường liùa cho vùng DC-DR,Bổ sung tường liùa cho vùng DC-DR,Bổ sung tường liùa cho vùng DC-DR,1.755,-,1755.0,
Nâng cấp phần mềm Oracle và Module Trade Finance,Nâng cấp phần mềm Oracle và Module Trade Finance,Nâng cấp phần mềm Oracle và Module Trade Finance,127,6.274,127.0,6274.0
Phần mềm phòng chống rửa tiền,Phần mềm phòng chống rửa tiền,Phần mềm phòng chống rửa tiền,5.014,3.178,5014.0,3178.0
Máy chủ core banking,Máy chủ core banking,Máy chủ core banking,-,6.987,,6987.0
Hệ thống SOC,Hệ thống SOC,Hệ thống SOC,5.781,3.775,5781.0,3775.0
Khác,Khác,Khác,3.825,3.935,3825.0,3935.0
Cộng,Cộng,Cộng,16.502,24.625,16502.0,24625.0
