row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2024,31/12/2023,numeric__Thuyết minh,numeric__31/12/2024,numeric__31/12/2023
VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,V.22,4.089.505,4.068.785,,4089505.0,4068785.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,3.388.707,3.080.716,,3388707.0,3080716.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,3.387.991,3.080.000,,3387991.0,3080000.0
"b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định",,-,-,,,
c. Thặng dư vốn cổ phần,"b. Vốn đầu tư XDCB, mua sắm tài sản cố định > c. Thặng dư vốn cổ phần",c. Thặng dư vốn cổ phần,,716,716,,716.0,716.0
d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,-,-,,,
e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,,-,-,,,
g. Vốn khác,g. Vốn khác,g. Vốn khác,,-,-,,,
2. Quỹ của TCTD,g. Vốn khác > 2. Quỹ của TCTD,2. Quỹ của TCTD,,410.631,370.612,,410631.0,370612.0
3. Chênh lệch tỷ giá hồi đoái,3. Chênh lệch tỷ giá hồi đoái,3. Chênh lệch tỷ giá hồi đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối,5. Lợi nhuận chưa phân phối,,290.167,617.457,,290167.0,617457.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,4. Chênh lệch đánh giá lại tài sản > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,,33.871.476,32.111.591,,33871476.0,32111591.0
