row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,VND,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__VND
,,,Gốc,Lãi,Gốc,Lãi,VND,,,,,
"VDB, CN Đắk Lắk – Đắk Nông (*)","VDB, CN Đắk Lắk – Đắk Nông (*)","VDB, CN Đắk Lắk – Đắk Nông (*)",600.000.000,65.111.998.565,600.000.000,62.742.357.793,,600000000.0,65111998565.0,600000000.0,62742357793.0,
