row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,94.917.769.073,133.629.335.380,94917769073.0,133629335380.0
Phải thu về cho các bên khác vay,Phải thu về cho các bên khác vay,Phải thu về cho các bên khác vay,56.852.901.073,98.222.251.380,56852901073.0,98222251380.0
- Công ty Cổ phần MDF Việt Nam,- Công ty Cổ phần MDF Việt Nam,- Công ty Cổ phần MDF Việt Nam,20.400.000.000,20.400.000.000,20400000000.0,20400000000.0
- Các bên khác,- Các bên khác,- Các bên khác,36.452.901.073,77.822.251.380,36452901073.0,77822251380.0
Phải thu về cho bên liên quan vay (*) (TM số 32),Phải thu về cho bên liên quan vay (*) (TM số 32),Phải thu về cho bên liên quan vay (*) (TM số 32),38.064.868.000,35.407.084.000,38064868000.0,35407084000.0
Dài hạn,Dài hạn,Dài hạn,-,3.136.270.000,,3136270000.0
Phải thu về cho bên liên quan vay (*) (TM số 32),Phải thu về cho bên liên quan vay (*) (TM số 32),Phải thu về cho bên liên quan vay (*) (TM số 32),-,3.136.270.000,,3136270000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,94.917.769.073,136.765.605.380,94917769073.0,136765605380.0
Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,(25.002.901.073),(65.747.420.222),-25002901073.0,-65747420222.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,69.914.868.000,71.018.185.158,69914868000.0,71018185158.0
