row_label_raw,row_label_full,Chi phí thuế TNDN hiện hànhĐiều chỉnh chi phí thuế TNDN trích thiềutrong những năm trước (*),Năm nay > 178.043.144 > 33.347.001.825,VNDNăm trước > 617.246.208 > 1.957.205.658,numeric__Năm nay > 178.043.144 > 33.347.001.825,numeric__VNDNăm trước > 617.246.208 > 1.957.205.658
Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,(683.381.126),(1.426.950.639),-683381126.0,-1426950639.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,32.841.663.843,1.147.501.227,32841663843.0,1147501227.0
