row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Doanh thu,Doanh thu,Doanh thu,1.567.371.979.837,2.014.424.647.092,1567371979837.0,2014424647092.0
"Doanh thu từ bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu từ bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu từ bán nguyên liệu, thành phẩm và hàng hóa",929.221.618.765,1.586.184.467.400,929221618765.0,1586184467400.0
"Doanh thu từ hợp đồng thi công, lắp đặt","Doanh thu từ hợp đồng thi công, lắp đặt","Doanh thu từ hợp đồng thi công, lắp đặt",597.612.529.845,337.377.629.618,597612529845.0,337377629618.0
Doanh thu từ khai thác rừng,Doanh thu từ khai thác rừng,Doanh thu từ khai thác rừng,1.407.500.000,74.822.611.114,1407500000.0,74822611114.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,39.130.331.227,16.039.938.960,39130331227.0,16039938960.0
Trừ,Trừ,Trừ,(6.900.511.519),(13.145.526.323),-6900511519.0,-13145526323.0
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,(6.632.227.581),(3.321.531.509),-6632227581.0,-3321531509.0
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,(268.283.938),(9.823.994.814),-268283938.0,-9823994814.0
DOANH THU THUÀN,DOANH THU THUÀN,DOANH THU THUÀN,1.560.471.468.318,2.001.279.120.769,1560471468318.0,2001279120769.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu từ bán nguyên liệu, thành phẩm và hàng hóa","Trong đó: > Doanh thu từ bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu từ bán nguyên liệu, thành phẩm và hàng hóa",922.321.107.246,1.573.038.941.077,922321107246.0,1573038941077.0
"Doanh thu từ hợp đồng thi công, lắp đặt","Trong đó: > Doanh thu từ hợp đồng thi công, lắp đặt","Doanh thu từ hợp đồng thi công, lắp đặt",597.612.529.845,337.377.629.618,597612529845.0,337377629618.0
Doanh thu từ khai thác rừng,Trong đó: > Doanh thu từ khai thác rừng,Doanh thu từ khai thác rừng,1.407.500.000,74.822.611.114,1407500000.0,74822611114.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,39.130.331.227,16.039.938.960,39130331227.0,16039938960.0
