row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Phải thu các bên khác,Phải thu các bên khác,Phải thu các bên khác,504.062.287.462,597.093.849.119,504062287462.0,597093849119.0
- Công ty Cổ phần Vinhomes – Chi nhánh Hung Yên,- Công ty Cổ phần Vinhomes – Chi nhánh Hung Yên,- Công ty Cổ phần Vinhomes – Chi nhánh Hung Yên,112.495.257.964,35.575.153.697,112495257964.0,35575153697.0
- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,68.758.486.380,16.522.821.320,68758486380.0,16522821320.0
- Công ty Cổ phần Luux Interior,- Công ty Cổ phần Luux Interior,- Công ty Cổ phần Luux Interior,57.229.467.398,-,57229467398.0,
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,265.579.075.720,544.995.874.102,265579075720.0,544995874102.0
Phải thu bên liên quan (TM\( ^{1} \) số 32),Phải thu bên liên quan (TM\( ^{1} \) số 32),Phải thu bên liên quan (TM\( ^{1} \) số 32),109.457.605.940,104.596.113.291,109457605940.0,104596113291.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,613.519.893.402,701.689.962.410,613519893402.0,701689962410.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,(40.788.834.181),(317.188.725.067),-40788834181.0,-317188725067.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,572.731.059.221,384.501.237.343,572731059221.0,384501237343.0
