row_label_raw,row_label_full,col_0,Số đầu năm,Vay trong năm,Trả gốc vay trong năm,Phân loại lại,Số cuối năm,numeric__Số đầu năm,numeric__Vay trong năm,numeric__Trả gốc vay trong năm,numeric__Phân loại lại,numeric__Số cuối năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,26.651.600.000,419.824.985.056,(42.388.200.000),3.267.000.000,407.355.385.056,26651600000.0,419824985056.0,-42388200000.0,3267000000.0,407355385056.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,8.180.000.000,-,-,(3.267.000.000),4.913.000.000,8180000000.0,,,-3267000000.0,4913000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,34.831.600.000,419.824.985.056,(42.388.200.000),-,412.268.385.056,34831600000.0,419824985056.0,-42388200000.0,,412268385056.0
