row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,23.991.399.658,22.475.572.688,23991399658.0,22475572688.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",20.242.517.998,16.319.025.300,20242517998.0,16319025300.0
Chỉ phí bảo hiểm,Chỉ phí bảo hiểm,Chỉ phí bảo hiểm,381.170.346,473.043.512,381170346.0,473043512.0
Khác,Khác,Khác,3.367.711.314,5.683.503.876,3367711314.0,5683503876.0
Dài hạn,Dài hạn,Dài hạn,73.126.542.063,78.887.162.357,73126542063.0,78887162357.0
Chỉ phí thuê đất (*),Chỉ phí thuê đất (*),Chỉ phí thuê đất (*),49.588.801.840,52.417.012.466,49588801840.0,52417012466.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",9.713.564.912,10.995.029.965,9713564912.0,10995029965.0
Chỉ phí bảo trì và xây dựng,Chỉ phí bảo trì và xây dựng,Chỉ phí bảo trì và xây dựng,9.278.209.773,11.916.207.654,9278209773.0,11916207654.0
Khác,Khác,Khác,4.545.965.538,3.558.912.272,4545965538.0,3558912272.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,97.117.941.721,101.362.735.045,97117941721.0,101362735045.0
