row_label_raw,row_label_full,col_0,Trong nướcTriệu VND,Nước ngoàiTriệu VND,Tổng cộngTriệu VND,numeric__Trong nướcTriệu VND,numeric__Nước ngoàiTriệu VND,numeric__Tổng cộngTriệu VND
Tổng dư nợ cho vay khách hàng và các TCTD khác,Tổng dư nợ cho vay khách hàng và các TCTD khác,Tổng dư nợ cho vay khách hàng và các TCTD khác,157.195.081,366.856,157.561.937,157195081.0,366856.0,157561937.0
Tổng tiền gửi của khách hàng và các TCTD khác,Tổng tiền gửi của khách hàng và các TCTD khác,Tổng tiền gửi của khách hàng và các TCTD khác,159.796.947,16.089,159.813.036,159796947.0,16089.0,159813036.0
Các cam kết tín dụng,Các cam kết tín dụng,Các cam kết tín dụng,11.602.889,-,11.602.889,11602889.0,,11602889.0
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,14.963,-,14.963,14963.0,,14963.0
Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,12.653.847,-,12.653.847,12653847.0,,12653847.0
