row_label_raw,row_label_full,col_0,31/12/2022% /năm,31/12/2021% /năm,numeric__31/12/2022% /năm,numeric__31/12/2021% /năm
▪ Tiền gửi có kỳ hạn bằng VND,▪ Tiền gửi có kỳ hạn bằng VND,▪ Tiền gửi có kỳ hạn bằng VND,"2,80% - 10,5%","1,10% - 5,00%",,
▪ Tiền gửi có kỳ hạn bằng ngoại tệ,▪ Tiền gửi có kỳ hạn bằng ngoại tệ,▪ Tiền gửi có kỳ hạn bằng ngoại tệ,"4,60% - 4,75%","0,10% - 0,50%",,
▪ Cho vay bằng VND,▪ Cho vay bằng VND,▪ Cho vay bằng VND,"4,04% - 10,96%","0,25% - 2,70%",,
▪ Cho vay bằng ngoại tệ,▪ Cho vay bằng ngoại tệ,▪ Cho vay bằng ngoại tệ,Không phát sinh,"0,20% - 1,54%",,
