row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị theo hợp đồng - gộp,31/12/2022 > Triệu VND Tiền gửi ký quỹ,31/12/2022 > Giá trị theo hợp đồng - thuần,31/12/2021 > Giá trị theo hợp đồng - gộp,31/12/2021 > Tiền gửi ký quỹ,31/12/2021 > Giá trị theo hợp đồng - thuần,numeric__31/12/2022 > Giá trị theo hợp đồng - gộp,numeric__31/12/2022 > Triệu VND Tiền gửi ký quỹ,numeric__31/12/2022 > Giá trị theo hợp đồng - thuần,numeric__31/12/2021 > Giá trị theo hợp đồng - gộp,numeric__31/12/2021 > Tiền gửi ký quỹ,numeric__31/12/2021 > Giá trị theo hợp đồng - thuần
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,-,-,-,94.083,(94.083),-,,,,94083.0,-94083.0,
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,89.722.996,-,89.722.996,94.432.442,-,94.432.442,89722996.0,,89722996.0,94432442.0,,94432442.0
▪ Cam kết mua ngoại tệ,▪ Cam kết mua ngoại tệ,▪ Cam kết mua ngoại tệ,705.900,-,705.900,1.430.311,-,1.430.311,705900.0,,705900.0,1430311.0,,1430311.0
▪ Cam kết bán ngoại tệ,▪ Cam kết bán ngoại tệ,▪ Cam kết bán ngoại tệ,705.900,-,705.900,625.751,-,625.751,705900.0,,705900.0,625751.0,,625751.0
▪ Cam kết giao dịch hoán đổi tiền tệ,▪ Cam kết giao dịch hoán đổi tiền tệ,▪ Cam kết giao dịch hoán đổi tiền tệ,88.311.196,-,88.311.196,92.376.380,-,92.376.380,88311196.0,,88311196.0,92376380.0,,92376380.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,5.518.179,(24.492),5.493.687,1.828.529,(45.970),1.782.559,5518179.0,-24492.0,5493687.0,1828529.0,-45970.0,1782559.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,6.389.488,(280.286),6.109.202,4.468.758,(240.751),4.228.007,6389488.0,-280286.0,6109202.0,4468758.0,-240751.0,4228007.0
Hợp đồng hoán đổi lãi suất,Hợp đồng hoán đổi lãi suất,Hợp đồng hoán đổi lãi suất,7.759.570,-,7.759.570,8.089.470,-,8.089.470,7759570.0,,7759570.0,8089470.0,,8089470.0
