row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,%,31/12/2021Triệu VND,%_1,numeric__31/12/2022Triệu VND,numeric__%,numeric__31/12/2021Triệu VND,numeric__%_1
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",141.735,"0,09",186.674,"0,15",141735.0,0.09,186674.0,0.15
Khai khoáng,Khai khoáng,Khai khoáng,1.284.768,"0,83",1.182.702,"0,93",1284768.0,0.83,1182702.0,0.93
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",11.390.000,"7,40",7.857.069,"6,16",11390000.0,7.4,7857069.0,6.16
"Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí",1.326.144,"0,86",1.563.952,"1,23",1326144.0,0.86,1563952.0,1.23
Xây dựng,Xây dựng,Xây dựng,6.340.235,"4,12",4.597.966,"3,60",6340235.0,4.12,4597966.0,3.6
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác",22.605.524,"14,68",21.195.602,"16,61",22605524.0,14.68,21195602.0,16.61
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",9.871.501,"6,41",8.615.412,"6,75",9871501.0,6.41,8615412.0,6.75
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,12.035.540,"7,82",10.969.642,"8,60",12035540.0,7.82,10969642.0,8.6
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,4.298.000,"2,79",2.620.737,"2,05",4298000.0,2.79,2620737.0,2.05
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",3.308.279,"2,15",2.298.678,"1,80",3308279.0,2.15,2298678.0,1.8
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,7.332.956,"4,76",5.845.064,"4,58",7332956.0,4.76,5845064.0,4.58
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",9.809.000,"6,37",7.990.560,"6,26",9809000.0,6.37,7990560.0,6.26
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,104.328,"0,07",119.426,"0,09",104328.0,0.07,119426.0,0.09
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",9.874.313,"6,41",7.585.494,"5,95",9874313.0,6.41,7585494.0,5.95
"Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình",37.065.184,"24,09",29.234.563,"22,91",37065184.0,24.09,29234563.0,22.91
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,17.168.485,"11,15",15.724.618,"12,32",17168485.0,11.15,15724618.0,12.32
,,,153.955.992,"100,00",127.588.159,"100,00",153955992.0,100.0,127588159.0,100.0
