row_label_raw,row_label_full,col_0,col_1,2022Triệu VND,2021Triệu VND,numeric__col_1,numeric__2022Triệu VND,numeric__2021Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(296.243),(114.013),,-296243.0,-114013.0
04,04,04,Mua sắm bất động sản đầu tư,(27),(7.139),,-27.0,-7139.0
05,05,05,"Tiền thu từ bán, thanh lý bất động sản đầu tư",6.744,182.023,,6744.0,182023.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",24.102,40.905,,24102.0,40905.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư,góp vốn dài hạn",7.937,3.710,,7937.0,3710.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(257.487),105.486,,-257487.0,105486.0
II,II,II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,II > 01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,3.610.673,2.405.623,,3610673.0,2405623.0
III,II > III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,3.610.673,2.405.623,,3610673.0,2405623.0
IV,II > IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,11.218.243,11.081.114,,11218243.0,11081114.0
V,II > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN ĐẦU NĂM,41.108.880,30.027.766,,41108880.0,30027766.0
VII,II > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM (THUYẾT MINH 38),52.327.123,41.108.880,,52327123.0,41108880.0
