row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND,numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,7.260.204,12.264.081,7260204.0,12264081.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,450.981,728.371,450981.0,728371.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,31.304.160,18.358.240,31304160.0,18358240.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,2.447.120,3.882.800,2447120.0,3882800.0
,,,41.462.465,35.233.492,41462465.0,35233492.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,,,,
Cho vay các TCTD khác bằng VND,Cho vay các TCTD khác > Cho vay các TCTD khác bằng VND,Cho vay các TCTD khác bằng VND,3.605.945,5.083.507,3605945.0,5083507.0
Cho vay các TCTD khác bằng ngoại tệ,Cho vay các TCTD khác > Cho vay các TCTD khác bằng ngoại tệ,Cho vay các TCTD khác bằng ngoại tệ,-,2.273.478,,2273478.0
,,,3.605.945,7.356.985,3605945.0,7356985.0
,,,45.068.410,42.590.477,45068410.0,42590477.0
