row_label_raw,row_label_full,b) Đầu tư tài chính dài hạn,Số cuối năm VND > SL,Số cuối năm VND > %,Số cuối năm VND > Giá gốc,Số cuối năm VND > Dự phòng,Số cuối năm VND > Giá trị hợp lý,Số đầu năm VND > SL,Số đầu năm VND > %,Số đầu năm VND > Giá gốc,Số đầu năm VND > Dự phòng,Số đầu năm VND > Giá trị hợp lý,numeric__Số cuối năm VND > SL,numeric__Số cuối năm VND > %,numeric__Số cuối năm VND > Giá gốc,numeric__Số cuối năm VND > Dự phòng,numeric__Số cuối năm VND > Giá trị hợp lý,numeric__Số đầu năm VND > SL,numeric__Số đầu năm VND > %,numeric__Số đầu năm VND > Giá gốc,numeric__Số đầu năm VND > Dự phòng,numeric__Số đầu năm VND > Giá trị hợp lý
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,,357.911.278.865,(67.669.112.093),290.242.166.772,,,292.488.358.865,(79.537.736.620),212.950.622.245,,,357911278865.0,-67669112093.0,290242166772.0,,,292488358865.0,-79537736620.0,212950622245.0
Công ty CP Vật liệu Xây dựng DIC,Công ty CP Vật liệu Xây dựng DIC,Công ty CP Vật liệu Xây dựng DIC,8.479.982,"96,36",84.135.660.000,(45.059.172.871),39.076.487.129,8.479.982,"96,36",84.135.660.000,(43.611.681.311),40.523.978.689,8479982.0,96.36,84135660000.0,-45059172871.0,39076487129.0,8479982.0,96.36,84135660000.0,-43611681311.0,40523978689.0
Công ty CP Đầu tư Phát triển XD Hà Nam,Công ty CP Đầu tư Phát triển XD Hà Nam,Công ty CP Đầu tư Phát triển XD Hà Nam,7.617.926,"98,00",75.902.432.291,(4.819.543.394),71.082.888.897,7.617.926,"98,00",75.902.432.291,(4.815.981.699),71.086.450.592,7617926.0,98.0,75902432291.0,-4819543394.0,71082888897.0,7617926.0,98.0,75902432291.0,-4815981699.0,71086450592.0
Công ty CP Du lịch và Thương mại DIC,Công ty CP Du lịch và Thương mại DIC,Công ty CP Du lịch và Thương mại DIC,7.745.373,"68,58",75.389.000.000,-,75.389.000.000,7.745.373,"68,58",75.389.000.000,-,75.389.000.000,7745373.0,68.58,75389000000.0,,75389000000.0,7745373.0,68.58,75389000000.0,,75389000000.0
Công ty CP Đầu tư Phát triển Xây dựng Khoáng sản Miền Trung,Công ty CP Đầu tư Phát triển Xây dựng Khoáng sản Miền Trung,Công ty CP Đầu tư Phát triển Xây dựng Khoáng sản Miền Trung,2.115.794,"68,96",20.360.390.000,(17.172.858.867),3.187.531.133,2.115.794,"68,96",20.360.390.000,(15.022.993.610),5.337.396.390,2115794.0,68.96,20360390000.0,-17172858867.0,3187531133.0,2115794.0,68.96,20360390000.0,-15022993610.0,5337396390.0
Công ty CP Cấu kiện Bê tông DIC Miền Đông,Công ty CP Cấu kiện Bê tông DIC Miền Đông,Công ty CP Cấu kiện Bê tông DIC Miền Đông,,,-,-,-,3.186.900,"91,05",16.087.080.000,(16.087.080.000),-,,,,,,3186900.0,91.05,16087080000.0,-16087080000.0,
Công ty CP Đầu tư PT XDSố 1,Công ty CP Đầu tư PT XDSố 1,Công ty CP Đầu tư PT XDSố 1,775.100,"51,67",7.751.000.000,-,7.751.000.000,775.100,"51,67",7.751.000.000,-,7.751.000.000,775100.0,51.67,7751000000.0,,7751000000.0,775100.0,51.67,7751000000.0,,7751000000.0
