row_label_raw,row_label_full,a) Đầu tư ngắn hạn nằm giữ đến ngày đáo hạn,Số cuối năm VND > Giá gốc,Số cuối năm VND > Dự phòng,Số cuối năm VND > Giá trị hợp lý,Số đầu năm VND > Giá gốc,Số đầu năm VND > Dự phòng,Số đầu năm VND > Giá trị hợp lý,numeric__Số cuối năm VND > Giá gốc,numeric__Số cuối năm VND > Dự phòng,numeric__Số cuối năm VND > Giá trị hợp lý,numeric__Số đầu năm VND > Giá gốc,numeric__Số đầu năm VND > Dự phòng,numeric__Số đầu năm VND > Giá trị hợp lý
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,40.000.000.000,-,40.000.000.000,40.000.000.000,-,40.000.000.000,40000000000.0,,40000000000.0,40000000000.0,,40000000000.0
Ngân hàng TMCP Hàng hải Việt Nam\( ^{(i)} \),Ngân hàng TMCP Hàng hải Việt Nam\( ^{(i)} \),Ngân hàng TMCP Hàng hải Việt Nam\( ^{(i)} \),40.000.000.000,-,40.000.000.000,40.000.000.000,-,40.000.000.000,40000000000.0,,40000000000.0,40000000000.0,,40000000000.0
Cộng,Cộng,Cộng,40.000.000.000,-,40.000.000.000,40.000.000.000,-,40.000.000.000,40000000000.0,,40000000000.0,40000000000.0,,40000000000.0
