row_label_raw,row_label_full,Ông Nguyễn Thiện Tuấn,Chủ tịch HĐQT,numeric__Chủ tịch HĐQT
Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Phó chủ tịch HĐQT,
Ông Trần Minh Phú,Ông Trần Minh Phú,Ông Trần Minh Phú,Ủy viên HĐQT,
Ông Nguyễn Quang Tín,Ông Nguyễn Quang Tín,Ông Nguyễn Quang Tín,Ủy viên HĐQT,
Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Ủy viên HĐQT,
Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Ủy viên HĐQT - Thành viên độc lập,
Bà Phan Thị Mai Hương,Bà Phan Thị Mai Hương,Bà Phan Thị Mai Hương,Ủy viên HĐQT - Thành viên độc lập,
