row_label_raw,row_label_full,a) Thuế và các khoản phải thu nhà nước,Số đầu năm VND,Số phải nộp VND,Số đã thực nộp VND,Số cuối năm VND,numeric__Số đầu năm VND,numeric__Số phải nộp VND,numeric__Số đã thực nộp VND,numeric__Số cuối năm VND
Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,-,-,2.460.299.583,2.460.299.583,,,2460299583.0,2460299583.0
Các khoản thuế nộp thừa Nhà nước,Các khoản thuế nộp thừa Nhà nước,Các khoản thuế nộp thừa Nhà nước,9.377.692.180,8.677.627.443,-,700.064.737,9377692180.0,8677627443.0,,700064737.0
Cộng,Cộng,Cộng,9.377.692.180,8.677.627.443,2.460.299.583,3.160.364.320,9377692180.0,8677627443.0,2460299583.0,3160364320.0
