row_label_raw,row_label_full,b) Phải thu về cho vay dài hạn,Cuối kỳ VND > Giá trị gốc,Cuối kỳ VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối kỳ VND > Giá trị gốc,numeric__Cuối kỳ VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Trung,Trung,Trung,,,,,,,,
Công ty CP Gạch men Anh em DIC,Trung > Công ty CP Gạch men Anh em DIC,Công ty CP Gạch men Anh em DIC,10.000.000.000,-,10.000.000.000,-,10000000000.0,,10000000000.0,
Công ty CP CK Bê tông DIC Miền Đông,Trung > Công ty CP CK Bê tông DIC Miền Đông,Công ty CP CK Bê tông DIC Miền Đông,8.054.507.014,-,8.054.507.014,-,8054507014.0,,8054507014.0,
Công ty CP ĐTPTXD Thanh Bình,Công ty CP ĐTPTXD Thanh Bình,Công ty CP ĐTPTXD Thanh Bình,-,-,-,-,,,,
CN Công ty CP Đầu tư XD A.T.A,Công ty CP ĐTPTXD Thanh Bình > CN Công ty CP Đầu tư XD A.T.A,CN Công ty CP Đầu tư XD A.T.A,16.242.803.794,-,26.242.803.794,-,16242803794.0,,26242803794.0,
Công ty CP Đầu tư xây dựng A.T.A,Công ty CP ĐTPTXD Thanh Bình > Công ty CP Đầu tư xây dựng A.T.A,Công ty CP Đầu tư xây dựng A.T.A,-,-,4.456.000.000,-,,,4456000000.0,
Cộng,Công ty CP ĐTPTXD Thanh Bình > Cộng,Cộng,42.722.316.958,-,58.202.850.785,-,42722316958.0,,58202850785.0,
