row_label_raw,row_label_full,15. Người mua trả tiền trước ngắn hạn,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Người mua trả tiền trước là các bên liên quan,Người mua trả tiền trước là các bên liên quan,Người mua trả tiền trước là các bên liên quan,982.690.000,5.052.230.000,982690000.0,5052230000.0
Công ty CP Đầu tư phát triển xây dựng số 1,Công ty CP Đầu tư phát triển xây dựng số 1,Công ty CP Đầu tư phát triển xây dựng số 1,930.460.000,5.000.000.000,930460000.0,5000000000.0
Công ty CP Du Lịch và Thương Mại DIC,Công ty CP Du Lịch và Thương Mại DIC,Công ty CP Du Lịch và Thương Mại DIC,52.230.000,52.230.000,52230000.0,52230000.0
Người mua trả tiền trước khác - nhóm khách hàng mua BĐS,Người mua trả tiền trước khác - nhóm khách hàng mua BĐS,Người mua trả tiền trước khác - nhóm khách hàng mua BĐS,754.143.843.363,496.366.373.973,754143843363.0,496366373973.0
Cộng,Cộng,Cộng,755.126.533.363,501.418.603.973,755126533363.0,501418603973.0
