row_label_raw,row_label_full,b) Phải thu về cho vay dài hạn,Cuối kỳ VND > Giá trị gốc,Cuối kỳ VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối kỳ VND > Giá trị gốc,numeric__Cuối kỳ VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,42.722.316.958,-,58.202.850.785,-,42722316958.0,,58202850785.0,
Công ty CP Vật Liệu Xây dựng DIC,Công ty CP Vật Liệu Xây dựng DIC,Công ty CP Vật Liệu Xây dựng DIC,4.220.006.150,-,5.244.539.977,-,4220006150.0,,5244539977.0,
Công ty CP ĐTPTXD Khoáng Sản Miền,Công ty CP ĐTPTXD Khoáng Sản Miền,Công ty CP ĐTPTXD Khoáng Sản Miền,4.205.000.000,-,4.205.000.000,-,4205000000.0,,4205000000.0,
