row_label_raw,row_label_full,Vốn điều lệ,:,2.381.948.190.000 đồng Việt Nam,numeric__:,numeric__2.381.948.190.000 đồng Việt Nam
Số lượng cổ phiếu,Số lượng cổ phiếu,Số lượng cổ phiếu,:,238.194.819 cổ phiếu,,
Mệnh giá cổ phiếu,Mệnh giá cổ phiếu,Mệnh giá cổ phiếu,:,10.000 đồng Việt Nam,,
Mã chứng khoán,Mã chứng khoán,Mã chứng khoán,:,DIG,,
